,author_pair,co-paper_id,co-times,authors_paper_num,co-occurrence_val
12064,"('Bonifacio M', 'Song G')",[],0,"(1, 1)",0.0
12065,"('Bonifacio M', 'Zhang M')",[],0,"(1, 1)",0.0
12066,"('Bonifacio M', 'Zhou C')",[],0,"(1, 1)",0.0
12067,"('Bonifacio M', 'Peng D')",[],0,"(1, 1)",0.0
12068,"('Bonifacio M', 'Chen YM.')",[],0,"(1, 1)",0.0
12069,"('Polverelli N', 'Savige J')",[],0,"(1, 1)",0.0
12070,"('Polverelli N', 'Bianchini D')",[],0,"(1, 1)",0.0
12071,"('Polverelli N', 'Blanc JF')",[],0,"(1, 1)",0.0
12072,"('Polverelli N', 'Chen W')",[],0,"(1, 1)",0.0
12073,"('Polverelli N', 'Hunt J')",[],0,"(1, 1)",0.0
12074,"('Polverelli N', 'Carecchio M')",[],0,"(1, 1)",0.0
12075,"('Polverelli N', 'Iurlo A')",[9],1,"(1, 1)",1.0
12076,"('Polverelli N', 'Storey H.')",[],0,"(1, 1)",0.0
12077,"('Polverelli N', 'Ding C')",[],0,"(1, 1)",0.0
12078,"('Polverelli N', ""D'Adda M"")",[9],1,"(1, 1)",1.0
12079,"('Polverelli N', 'Zhu J.')",[],0,"(1, 1)",0.0
12080,"('Polverelli N', 'Ye X')",[],0,"(1, 1)",0.0
12081,"('Polverelli N', 'Peck-Radosavljevic M')",[],0,"(1, 1)",0.0
12082,"('Polverelli N', 'Mari F')",[],0,"(1, 1)",0.0
12083,"('Polverelli N', 'Abruzzese E')",[9],1,"(1, 1)",1.0
12084,"('Polverelli N', 'Crugnola M')",[9],1,"(1, 1)",1.0
12085,"('Polverelli N', 'Huang C')",[],0,"(1, 1)",0.0
12086,"('Polverelli N', 'de Oliveira FM')",[],0,"(1, 1)",0.0
12087,"('Polverelli N', 'Heidel F')",[9],1,"(1, 1)",1.0
12088,"('Polverelli N', 'Shi Y')",[],0,"(1, 1)",0.0
12089,"('Polverelli N', 'Ryoo BY')",[],0,"(1, 1)",0.0
12090,"('Polverelli N', 'Yau T')",[],0,"(1, 1)",0.0
12091,"('Polverelli N', 'Seed G')",[],0,"(1, 1)",0.0
12092,"('Polverelli N', 'Bertan C')",[],0,"(1, 1)",0.0
12093,"('Polverelli N', 'Chiapparini L')",[],0,"(1, 1)",0.0
12094,"('Polverelli N', 'Xu J')",[],0,"(1, 1)",0.0
12095,"('Polverelli N', 'Miranda S')",[],0,"(1, 1)",0.0
12096,"('Polverelli N', 'Quan L')",[],0,"(1, 1)",0.0
12097,"('Polverelli N', 'Ping G')",[],0,"(1, 1)",0.0
12098,"('Polverelli N', 'Juravlev ES')",[],0,"(1, 1)",0.0
12099,"('Polverelli N', 'Renieri A')",[],0,"(1, 1)",0.0
12100,"('Polverelli N', 'Xu YP')",[],0,"(1, 1)",0.0
12101,"('Polverelli N', 'Nava Rodrigues D')",[],0,"(1, 1)",0.0
12102,"('Polverelli N', 'Flinter F')",[],0,"(1, 1)",0.0
12103,"('Polverelli N', 'Zhang Z.')",[],0,"(1, 1)",0.0
12104,"('Polverelli N', 'Gale DP')",[],0,"(1, 1)",0.0
12105,"('Polverelli N', 'Hu J')",[],0,"(1, 1)",0.0
12106,"('Polverelli N', 'Balahonova EA')",[],0,"(1, 1)",0.0
12107,"('Polverelli N', 'Shagam L')",[],0,"(1, 1)",0.0
12108,"('Polverelli N', 'Riisnaes R')",[],0,"(1, 1)",0.0
12109,"('Polverelli N', 'Isidori A')",[9],1,"(1, 1)",1.0
12110,"('Polverelli N', 'Perez Duenas B; Cerebral Calcification International Study Group.')",[],0,"(1, 1)",0.0
12111,"('Polverelli N', 'Menale B')",[],0,"(1, 1)",0.0
12112,"('Polverelli N', 'Stepanov GA')",[],0,"(1, 1)",0.0
12113,"('Polverelli N', 'Jiang Y')",[],0,"(1, 1)",0.0
12114,"('Polverelli N', 'Kocsis J')",[],0,"(1, 1)",0.0
12115,"('Polverelli N', 'Reale C')",[],0,"(1, 1)",0.0
12116,"('Polverelli N', 'Koval OA.')",[],0,"(1, 1)",0.0
12117,"('Polverelli N', 'Mazzaferro V')",[],0,"(1, 1)",0.0
12118,"('Polverelli N', 'Di Maio A')",[],0,"(1, 1)",0.0
12119,"('Polverelli N', 'Boysen G')",[],0,"(1, 1)",0.0
12120,"('Polverelli N', 'Panteghini C')",[],0,"(1, 1)",0.0
12121,"('Polverelli N', 'Lin Y')",[],0,"(1, 1)",0.0
12122,"('Polverelli N', 'Christova R')",[],0,"(1, 1)",0.0
12123,"('Polverelli N', 'Merle P')",[],0,"(1, 1)",0.0
12124,"('Polverelli N', 'Aziz S')",[],0,"(1, 1)",0.0
12125,"('Polverelli N', 'Zhu G')",[],0,"(1, 1)",0.0
12126,"('Polverelli N', 'Choo SP')",[],0,"(1, 1)",0.0
12127,"('Polverelli N', 'Yin K')",[],0,"(1, 1)",0.0
12128,"('Polverelli N', 'Dao T')",[],0,"(1, 1)",0.0
12129,"('Polverelli N', 'Hoefele J')",[],0,"(1, 1)",0.0
12130,"('Polverelli N', 'Nagel M')",[],0,"(1, 1)",0.0
12131,"('Polverelli N', 'Figueiredo I')",[],0,"(1, 1)",0.0
12132,"('Polverelli N', 'Sumanasuriya S')",[],0,"(1, 1)",0.0
12133,"('Polverelli N', 'Ma YT')",[],0,"(1, 1)",0.0
12134,"('Polverelli N', 'Campistol J')",[],0,"(1, 1)",0.0
12135,"('Polverelli N', 'Tang D')",[],0,"(1, 1)",0.0
12136,"('Polverelli N', 'G\xc3\xa9rolami R')",[],0,"(1, 1)",0.0
12137,"('Polverelli N', 'Sheng W')",[],0,"(1, 1)",0.0
12138,"('Polverelli N', 'Thongsawat S')",[],0,"(1, 1)",0.0
12139,"('Polverelli N', 'Lim HY')",[],0,"(1, 1)",0.0
12140,"('Polverelli N', 'Bergamaschi M')",[9],1,"(1, 1)",1.0
12141,"('Polverelli N', 'Zhou Q')",[],0,"(1, 1)",0.0
12142,"('Polverelli N', 'Garavaglia B')",[],0,"(1, 1)",0.0
12143,"('Polverelli N', 'Zhang T')",[],0,"(1, 1)",0.0
12144,"('Polverelli N', 'Liang L')",[],0,"(1, 1)",0.0
12145,"('Polverelli N', 'Orcesi S.')",[],0,"(1, 1)",0.0
12146,"('Polverelli N', 'Kuligina EV')",[],0,"(1, 1)",0.0
12147,"('Polverelli N', 'Nardocci N')",[],0,"(1, 1)",0.0
12148,"('Polverelli N', 'Ding Y')",[],0,"(1, 1)",0.0
12149,"('Polverelli N', 'Palumbo GA')",[9],1,"(1, 1)",1.0
12150,"('Polverelli N', 'Shi LP')",[],0,"(1, 1)",0.0
12151,"('Polverelli N', 'Huang Z')",[],0,"(1, 1)",0.0
12152,"('Polverelli N', 'Chuai S')",[],0,"(1, 1)",0.0
12153,"('Polverelli N', 'Torra R')",[],0,"(1, 1)",0.0
12154,"('Polverelli N', 'Liu S')",[],0,"(1, 1)",0.0
12155,"('Polverelli N', 'An T')",[],0,"(1, 1)",0.0
12156,"('Polverelli N', 'Guida M.')",[],0,"(1, 1)",0.0
12157,"('Polverelli N', 'Cao Y')",[],0,"(1, 1)",0.0
12158,"('Polverelli N', 'Huang W')",[],0,"(1, 1)",0.0
12159,"('Polverelli N', 'Zhao Q')",[],0,"(1, 1)",0.0
12160,"('Polverelli N', 'Cavazzini F')",[9],1,"(1, 1)",1.0
12161,"('Polverelli N', 'Yeo W')",[],0,"(1, 1)",0.0
12162,"('Polverelli N', 'Brunak S')",[],0,"(1, 1)",0.0
12163,"('Polverelli N', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
12164,"('Polverelli N', 'Lamlertthon W')",[],0,"(1, 1)",0.0
12165,"('Polverelli N', 'Guo J')",[],0,"(1, 1)",0.0
12166,"('Polverelli N', 'Peng F')",[],0,"(1, 1)",0.0
12167,"('Polverelli N', 'Bartoletti D')",[9],1,"(1, 1)",1.0
12168,"('Polverelli N', 'Hu R')",[],0,"(1, 1)",0.0
12169,"('Polverelli N', 'Ferreira A')",[],0,"(1, 1)",0.0
12170,"('Polverelli N', 'Gerasimov AV')",[],0,"(1, 1)",0.0
12171,"('Polverelli N', 'Garosi G')",[],0,"(1, 1)",0.0
12172,"('Polverelli N', 'Song G')",[],0,"(1, 1)",0.0
12173,"('Polverelli N', 'Zhang M')",[],0,"(1, 1)",0.0
12174,"('Polverelli N', 'Zhou C')",[],0,"(1, 1)",0.0
12175,"('Polverelli N', 'Peng D')",[],0,"(1, 1)",0.0
12176,"('Polverelli N', 'Chen YM.')",[],0,"(1, 1)",0.0
12177,"('Savige J', 'Bianchini D')",[],0,"(1, 1)",0.0
12178,"('Savige J', 'Blanc JF')",[],0,"(1, 1)",0.0
12179,"('Savige J', 'Chen W')",[],0,"(1, 1)",0.0
12180,"('Savige J', 'Hunt J')",[],0,"(1, 1)",0.0
12181,"('Savige J', 'Carecchio M')",[],0,"(1, 1)",0.0
12182,"('Savige J', 'Iurlo A')",[],0,"(1, 1)",0.0
12183,"('Savige J', 'Storey H.')",[10],1,"(1, 1)",1.0
12184,"('Savige J', 'Ding C')",[],0,"(1, 1)",0.0
12185,"('Savige J', ""D'Adda M"")",[],0,"(1, 1)",0.0
12186,"('Savige J', 'Zhu J.')",[],0,"(1, 1)",0.0
12187,"('Savige J', 'Ye X')",[],0,"(1, 1)",0.0
12188,"('Savige J', 'Peck-Radosavljevic M')",[],0,"(1, 1)",0.0
12189,"('Savige J', 'Mari F')",[10],1,"(1, 1)",1.0
12190,"('Savige J', 'Abruzzese E')",[],0,"(1, 1)",0.0
12191,"('Savige J', 'Crugnola M')",[],0,"(1, 1)",0.0
12192,"('Savige J', 'Huang C')",[],0,"(1, 1)",0.0
12193,"('Savige J', 'de Oliveira FM')",[],0,"(1, 1)",0.0
12194,"('Savige J', 'Heidel F')",[],0,"(1, 1)",0.0
12195,"('Savige J', 'Shi Y')",[],0,"(1, 1)",0.0
12196,"('Savige J', 'Ryoo BY')",[],0,"(1, 1)",0.0
12197,"('Savige J', 'Yau T')",[],0,"(1, 1)",0.0
12198,"('Savige J', 'Seed G')",[],0,"(1, 1)",0.0
12199,"('Savige J', 'Bertan C')",[],0,"(1, 1)",0.0
12200,"('Savige J', 'Chiapparini L')",[],0,"(1, 1)",0.0
12201,"('Savige J', 'Xu J')",[],0,"(1, 1)",0.0
12202,"('Savige J', 'Miranda S')",[],0,"(1, 1)",0.0
12203,"('Savige J', 'Quan L')",[],0,"(1, 1)",0.0
12204,"('Savige J', 'Ping G')",[],0,"(1, 1)",0.0
12205,"('Savige J', 'Juravlev ES')",[],0,"(1, 1)",0.0
12206,"('Savige J', 'Renieri A')",[10],1,"(1, 1)",1.0
12207,"('Savige J', 'Xu YP')",[],0,"(1, 1)",0.0
12208,"('Savige J', 'Nava Rodrigues D')",[],0,"(1, 1)",0.0
12209,"('Savige J', 'Flinter F')",[10],1,"(1, 1)",1.0
12210,"('Savige J', 'Zhang Z.')",[],0,"(1, 1)",0.0
12211,"('Savige J', 'Gale DP')",[10],1,"(1, 1)",1.0
12212,"('Savige J', 'Hu J')",[],0,"(1, 1)",0.0
12213,"('Savige J', 'Balahonova EA')",[],0,"(1, 1)",0.0
12214,"('Savige J', 'Shagam L')",[10],1,"(1, 1)",1.0
12215,"('Savige J', 'Riisnaes R')",[],0,"(1, 1)",0.0
12216,"('Savige J', 'Isidori A')",[],0,"(1, 1)",0.0
12217,"('Savige J', 'Perez Duenas B; Cerebral Calcification International Study Group.')",[],0,"(1, 1)",0.0
12218,"('Savige J', 'Menale B')",[],0,"(1, 1)",0.0
12219,"('Savige J', 'Stepanov GA')",[],0,"(1, 1)",0.0
12220,"('Savige J', 'Jiang Y')",[],0,"(1, 1)",0.0
12221,"('Savige J', 'Kocsis J')",[],0,"(1, 1)",0.0
12222,"('Savige J', 'Reale C')",[],0,"(1, 1)",0.0
12223,"('Savige J', 'Koval OA.')",[],0,"(1, 1)",0.0
12224,"('Savige J', 'Mazzaferro V')",[],0,"(1, 1)",0.0
12225,"('Savige J', 'Di Maio A')",[],0,"(1, 1)",0.0
12226,"('Savige J', 'Boysen G')",[],0,"(1, 1)",0.0
12227,"('Savige J', 'Panteghini C')",[],0,"(1, 1)",0.0
12228,"('Savige J', 'Lin Y')",[],0,"(1, 1)",0.0
12229,"('Savige J', 'Christova R')",[],0,"(1, 1)",0.0
12230,"('Savige J', 'Merle P')",[],0,"(1, 1)",0.0
12231,"('Savige J', 'Aziz S')",[],0,"(1, 1)",0.0
12232,"('Savige J', 'Zhu G')",[],0,"(1, 1)",0.0
12233,"('Savige J', 'Choo SP')",[],0,"(1, 1)",0.0
12234,"('Savige J', 'Yin K')",[],0,"(1, 1)",0.0
12235,"('Savige J', 'Dao T')",[],0,"(1, 1)",0.0
12236,"('Savige J', 'Hoefele J')",[10],1,"(1, 1)",1.0
12237,"('Savige J', 'Nagel M')",[10],1,"(1, 1)",1.0
12238,"('Savige J', 'Figueiredo I')",[],0,"(1, 1)",0.0
12239,"('Savige J', 'Sumanasuriya S')",[],0,"(1, 1)",0.0
12240,"('Savige J', 'Ma YT')",[],0,"(1, 1)",0.0
12241,"('Savige J', 'Campistol J')",[],0,"(1, 1)",0.0
12242,"('Savige J', 'Tang D')",[],0,"(1, 1)",0.0
12243,"('Savige J', 'G\xc3\xa9rolami R')",[],0,"(1, 1)",0.0
12244,"('Savige J', 'Sheng W')",[],0,"(1, 1)",0.0
12245,"('Savige J', 'Thongsawat S')",[],0,"(1, 1)",0.0
12246,"('Savige J', 'Lim HY')",[],0,"(1, 1)",0.0
12247,"('Savige J', 'Bergamaschi M')",[],0,"(1, 1)",0.0
12248,"('Savige J', 'Zhou Q')",[],0,"(1, 1)",0.0
12249,"('Savige J', 'Garavaglia B')",[],0,"(1, 1)",0.0
12250,"('Savige J', 'Zhang T')",[],0,"(1, 1)",0.0
12251,"('Savige J', 'Liang L')",[],0,"(1, 1)",0.0
12252,"('Savige J', 'Orcesi S.')",[],0,"(1, 1)",0.0
12253,"('Savige J', 'Kuligina EV')",[],0,"(1, 1)",0.0
12254,"('Savige J', 'Nardocci N')",[],0,"(1, 1)",0.0
12255,"('Savige J', 'Ding Y')",[],0,"(1, 1)",0.0
12256,"('Savige J', 'Palumbo GA')",[],0,"(1, 1)",0.0
12257,"('Savige J', 'Shi LP')",[],0,"(1, 1)",0.0
12258,"('Savige J', 'Huang Z')",[],0,"(1, 1)",0.0
12259,"('Savige J', 'Chuai S')",[],0,"(1, 1)",0.0
12260,"('Savige J', 'Torra R')",[10],1,"(1, 1)",1.0
12261,"('Savige J', 'Liu S')",[],0,"(1, 1)",0.0
12262,"('Savige J', 'An T')",[],0,"(1, 1)",0.0
12263,"('Savige J', 'Guida M.')",[],0,"(1, 1)",0.0
12264,"('Savige J', 'Cao Y')",[],0,"(1, 1)",0.0
12265,"('Savige J', 'Huang W')",[],0,"(1, 1)",0.0
12266,"('Savige J', 'Zhao Q')",[],0,"(1, 1)",0.0
12267,"('Savige J', 'Cavazzini F')",[],0,"(1, 1)",0.0
12268,"('Savige J', 'Yeo W')",[],0,"(1, 1)",0.0
12269,"('Savige J', 'Brunak S')",[],0,"(1, 1)",0.0
12270,"('Savige J', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
12271,"('Savige J', 'Lamlertthon W')",[],0,"(1, 1)",0.0
12272,"('Savige J', 'Guo J')",[],0,"(1, 1)",0.0
12273,"('Savige J', 'Peng F')",[],0,"(1, 1)",0.0
12274,"('Savige J', 'Bartoletti D')",[],0,"(1, 1)",0.0
12275,"('Savige J', 'Hu R')",[],0,"(1, 1)",0.0
12276,"('Savige J', 'Ferreira A')",[],0,"(1, 1)",0.0
12277,"('Savige J', 'Gerasimov AV')",[],0,"(1, 1)",0.0
12278,"('Savige J', 'Garosi G')",[10],1,"(1, 1)",1.0
12279,"('Savige J', 'Song G')",[],0,"(1, 1)",0.0
12280,"('Savige J', 'Zhang M')",[],0,"(1, 1)",0.0
12281,"('Savige J', 'Zhou C')",[],0,"(1, 1)",0.0
12282,"('Savige J', 'Peng D')",[],0,"(1, 1)",0.0
12283,"('Savige J', 'Chen YM.')",[],0,"(1, 1)",0.0
12284,"('Bianchini D', 'Blanc JF')",[],0,"(1, 1)",0.0
12285,"('Bianchini D', 'Chen W')",[],0,"(1, 1)",0.0
12286,"('Bianchini D', 'Hunt J')",[6],1,"(1, 1)",1.0
12287,"('Bianchini D', 'Carecchio M')",[],0,"(1, 1)",0.0
12288,"('Bianchini D', 'Iurlo A')",[],0,"(1, 1)",0.0
12289,"('Bianchini D', 'Storey H.')",[],0,"(1, 1)",0.0
12290,"('Bianchini D', 'Ding C')",[],0,"(1, 1)",0.0
12291,"('Bianchini D', ""D'Adda M"")",[],0,"(1, 1)",0.0
12292,"('Bianchini D', 'Zhu J.')",[],0,"(1, 1)",0.0
12293,"('Bianchini D', 'Ye X')",[],0,"(1, 1)",0.0
12294,"('Bianchini D', 'Peck-Radosavljevic M')",[],0,"(1, 1)",0.0
12295,"('Bianchini D', 'Mari F')",[],0,"(1, 1)",0.0
12296,"('Bianchini D', 'Abruzzese E')",[],0,"(1, 1)",0.0
12297,"('Bianchini D', 'Crugnola M')",[],0,"(1, 1)",0.0
12298,"('Bianchini D', 'Huang C')",[],0,"(1, 1)",0.0
12299,"('Bianchini D', 'de Oliveira FM')",[6],1,"(1, 1)",1.0
12300,"('Bianchini D', 'Heidel F')",[],0,"(1, 1)",0.0
12301,"('Bianchini D', 'Shi Y')",[],0,"(1, 1)",0.0
12302,"('Bianchini D', 'Ryoo BY')",[],0,"(1, 1)",0.0
12303,"('Bianchini D', 'Yau T')",[],0,"(1, 1)",0.0
12304,"('Bianchini D', 'Seed G')",[6],1,"(1, 1)",1.0
12305,"('Bianchini D', 'Bertan C')",[6],1,"(1, 1)",1.0
12306,"('Bianchini D', 'Chiapparini L')",[],0,"(1, 1)",0.0
12307,"('Bianchini D', 'Xu J')",[],0,"(1, 1)",0.0
12308,"('Bianchini D', 'Miranda S')",[6],1,"(1, 1)",1.0
12309,"('Bianchini D', 'Quan L')",[],0,"(1, 1)",0.0
12310,"('Bianchini D', 'Ping G')",[],0,"(1, 1)",0.0
12311,"('Bianchini D', 'Juravlev ES')",[],0,"(1, 1)",0.0
12312,"('Bianchini D', 'Renieri A')",[],0,"(1, 1)",0.0
12313,"('Bianchini D', 'Xu YP')",[],0,"(1, 1)",0.0
12314,"('Bianchini D', 'Nava Rodrigues D')",[6],1,"(1, 1)",1.0
12315,"('Bianchini D', 'Flinter F')",[],0,"(1, 1)",0.0
12316,"('Bianchini D', 'Zhang Z.')",[],0,"(1, 1)",0.0
12317,"('Bianchini D', 'Gale DP')",[],0,"(1, 1)",0.0
12318,"('Bianchini D', 'Hu J')",[],0,"(1, 1)",0.0
12319,"('Bianchini D', 'Balahonova EA')",[],0,"(1, 1)",0.0
12320,"('Bianchini D', 'Shagam L')",[],0,"(1, 1)",0.0
12321,"('Bianchini D', 'Riisnaes R')",[6],1,"(1, 1)",1.0
12322,"('Bianchini D', 'Isidori A')",[],0,"(1, 1)",0.0
12323,"('Bianchini D', 'Perez Duenas B; Cerebral Calcification International Study Group.')",[],0,"(1, 1)",0.0
12324,"('Bianchini D', 'Menale B')",[],0,"(1, 1)",0.0
12325,"('Bianchini D', 'Stepanov GA')",[],0,"(1, 1)",0.0
12326,"('Bianchini D', 'Jiang Y')",[],0,"(1, 1)",0.0
12327,"('Bianchini D', 'Kocsis J')",[],0,"(1, 1)",0.0
12328,"('Bianchini D', 'Reale C')",[],0,"(1, 1)",0.0
12329,"('Bianchini D', 'Koval OA.')",[],0,"(1, 1)",0.0
12330,"('Bianchini D', 'Mazzaferro V')",[],0,"(1, 1)",0.0
12331,"('Bianchini D', 'Di Maio A')",[],0,"(1, 1)",0.0
12332,"('Bianchini D', 'Boysen G')",[6],1,"(1, 1)",1.0
12333,"('Bianchini D', 'Panteghini C')",[],0,"(1, 1)",0.0
12334,"('Bianchini D', 'Lin Y')",[],0,"(1, 1)",0.0
12335,"('Bianchini D', 'Christova R')",[6],1,"(1, 1)",1.0
12336,"('Bianchini D', 'Merle P')",[],0,"(1, 1)",0.0
12337,"('Bianchini D', 'Aziz S')",[6],1,"(1, 1)",1.0
12338,"('Bianchini D', 'Zhu G')",[],0,"(1, 1)",0.0
12339,"('Bianchini D', 'Choo SP')",[],0,"(1, 1)",0.0
12340,"('Bianchini D', 'Yin K')",[],0,"(1, 1)",0.0
12341,"('Bianchini D', 'Dao T')",[],0,"(1, 1)",0.0
12342,"('Bianchini D', 'Hoefele J')",[],0,"(1, 1)",0.0
12343,"('Bianchini D', 'Nagel M')",[],0,"(1, 1)",0.0
12344,"('Bianchini D', 'Figueiredo I')",[6],1,"(1, 1)",1.0
12345,"('Bianchini D', 'Sumanasuriya S')",[6],1,"(1, 1)",1.0
12346,"('Bianchini D', 'Ma YT')",[],0,"(1, 1)",0.0
12347,"('Bianchini D', 'Campistol J')",[],0,"(1, 1)",0.0
12348,"('Bianchini D', 'Tang D')",[],0,"(1, 1)",0.0
12349,"('Bianchini D', 'G\xc3\xa9rolami R')",[],0,"(1, 1)",0.0
12350,"('Bianchini D', 'Sheng W')",[],0,"(1, 1)",0.0
12351,"('Bianchini D', 'Thongsawat S')",[],0,"(1, 1)",0.0
12352,"('Bianchini D', 'Lim HY')",[],0,"(1, 1)",0.0
12353,"('Bianchini D', 'Bergamaschi M')",[],0,"(1, 1)",0.0
12354,"('Bianchini D', 'Zhou Q')",[],0,"(1, 1)",0.0
12355,"('Bianchini D', 'Garavaglia B')",[],0,"(1, 1)",0.0
12356,"('Bianchini D', 'Zhang T')",[],0,"(1, 1)",0.0
12357,"('Bianchini D', 'Liang L')",[],0,"(1, 1)",0.0
12358,"('Bianchini D', 'Orcesi S.')",[],0,"(1, 1)",0.0
12359,"('Bianchini D', 'Kuligina EV')",[],0,"(1, 1)",0.0
12360,"('Bianchini D', 'Nardocci N')",[],0,"(1, 1)",0.0
12361,"('Bianchini D', 'Ding Y')",[],0,"(1, 1)",0.0
12362,"('Bianchini D', 'Palumbo GA')",[],0,"(1, 1)",0.0
12363,"('Bianchini D', 'Shi LP')",[],0,"(1, 1)",0.0
12364,"('Bianchini D', 'Huang Z')",[],0,"(1, 1)",0.0
12365,"('Bianchini D', 'Chuai S')",[],0,"(1, 1)",0.0
12366,"('Bianchini D', 'Torra R')",[],0,"(1, 1)",0.0
12367,"('Bianchini D', 'Liu S')",[],0,"(1, 1)",0.0
12368,"('Bianchini D', 'An T')",[],0,"(1, 1)",0.0
12369,"('Bianchini D', 'Guida M.')",[],0,"(1, 1)",0.0
12370,"('Bianchini D', 'Cao Y')",[],0,"(1, 1)",0.0
12371,"('Bianchini D', 'Huang W')",[],0,"(1, 1)",0.0
12372,"('Bianchini D', 'Zhao Q')",[],0,"(1, 1)",0.0
12373,"('Bianchini D', 'Cavazzini F')",[],0,"(1, 1)",0.0
12374,"('Bianchini D', 'Yeo W')",[],0,"(1, 1)",0.0
12375,"('Bianchini D', 'Brunak S')",[],0,"(1, 1)",0.0
12376,"('Bianchini D', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
12377,"('Bianchini D', 'Lamlertthon W')",[],0,"(1, 1)",0.0
12378,"('Bianchini D', 'Guo J')",[],0,"(1, 1)",0.0
12379,"('Bianchini D', 'Peng F')",[],0,"(1, 1)",0.0
12380,"('Bianchini D', 'Bartoletti D')",[],0,"(1, 1)",0.0
12381,"('Bianchini D', 'Hu R')",[],0,"(1, 1)",0.0
12382,"('Bianchini D', 'Ferreira A')",[6],1,"(1, 1)",1.0
12383,"('Bianchini D', 'Gerasimov AV')",[],0,"(1, 1)",0.0
12384,"('Bianchini D', 'Garosi G')",[],0,"(1, 1)",0.0
12385,"('Bianchini D', 'Song G')",[],0,"(1, 1)",0.0
12386,"('Bianchini D', 'Zhang M')",[],0,"(1, 1)",0.0
12387,"('Bianchini D', 'Zhou C')",[],0,"(1, 1)",0.0
12388,"('Bianchini D', 'Peng D')",[],0,"(1, 1)",0.0
12389,"('Bianchini D', 'Chen YM.')",[],0,"(1, 1)",0.0
12390,"('Blanc JF', 'Chen W')",[],0,"(1, 1)",0.0
12391,"('Blanc JF', 'Hunt J')",[],0,"(1, 1)",0.0
12392,"('Blanc JF', 'Carecchio M')",[],0,"(1, 1)",0.0
12393,"('Blanc JF', 'Iurlo A')",[],0,"(1, 1)",0.0
12394,"('Blanc JF', 'Storey H.')",[],0,"(1, 1)",0.0
12395,"('Blanc JF', 'Ding C')",[],0,"(1, 1)",0.0
12396,"('Blanc JF', ""D'Adda M"")",[],0,"(1, 1)",0.0
12397,"('Blanc JF', 'Zhu J.')",[],0,"(1, 1)",0.0
12398,"('Blanc JF', 'Ye X')",[],0,"(1, 1)",0.0
12399,"('Blanc JF', 'Peck-Radosavljevic M')",[12],1,"(1, 1)",1.0
12400,"('Blanc JF', 'Mari F')",[],0,"(1, 1)",0.0
12401,"('Blanc JF', 'Abruzzese E')",[],0,"(1, 1)",0.0
12402,"('Blanc JF', 'Crugnola M')",[],0,"(1, 1)",0.0
12403,"('Blanc JF', 'Huang C')",[],0,"(1, 1)",0.0
12404,"('Blanc JF', 'de Oliveira FM')",[],0,"(1, 1)",0.0
12405,"('Blanc JF', 'Heidel F')",[],0,"(1, 1)",0.0
12406,"('Blanc JF', 'Shi Y')",[],0,"(1, 1)",0.0
12407,"('Blanc JF', 'Ryoo BY')",[12],1,"(1, 1)",1.0
12408,"('Blanc JF', 'Yau T')",[12],1,"(1, 1)",1.0
12409,"('Blanc JF', 'Seed G')",[],0,"(1, 1)",0.0
12410,"('Blanc JF', 'Bertan C')",[],0,"(1, 1)",0.0
12411,"('Blanc JF', 'Chiapparini L')",[],0,"(1, 1)",0.0
12412,"('Blanc JF', 'Xu J')",[],0,"(1, 1)",0.0
12413,"('Blanc JF', 'Miranda S')",[],0,"(1, 1)",0.0
12414,"('Blanc JF', 'Quan L')",[],0,"(1, 1)",0.0
12415,"('Blanc JF', 'Ping G')",[],0,"(1, 1)",0.0
12416,"('Blanc JF', 'Juravlev ES')",[],0,"(1, 1)",0.0
12417,"('Blanc JF', 'Renieri A')",[],0,"(1, 1)",0.0
12418,"('Blanc JF', 'Xu YP')",[],0,"(1, 1)",0.0
12419,"('Blanc JF', 'Nava Rodrigues D')",[],0,"(1, 1)",0.0
12420,"('Blanc JF', 'Flinter F')",[],0,"(1, 1)",0.0
12421,"('Blanc JF', 'Zhang Z.')",[],0,"(1, 1)",0.0
12422,"('Blanc JF', 'Gale DP')",[],0,"(1, 1)",0.0
12423,"('Blanc JF', 'Hu J')",[],0,"(1, 1)",0.0
12424,"('Blanc JF', 'Balahonova EA')",[],0,"(1, 1)",0.0
12425,"('Blanc JF', 'Shagam L')",[],0,"(1, 1)",0.0
12426,"('Blanc JF', 'Riisnaes R')",[],0,"(1, 1)",0.0
12427,"('Blanc JF', 'Isidori A')",[],0,"(1, 1)",0.0
12428,"('Blanc JF', 'Perez Duenas B; Cerebral Calcification International Study Group.')",[],0,"(1, 1)",0.0
12429,"('Blanc JF', 'Menale B')",[],0,"(1, 1)",0.0
12430,"('Blanc JF', 'Stepanov GA')",[],0,"(1, 1)",0.0
12431,"('Blanc JF', 'Jiang Y')",[],0,"(1, 1)",0.0
12432,"('Blanc JF', 'Kocsis J')",[12],1,"(1, 1)",1.0
12433,"('Blanc JF', 'Reale C')",[],0,"(1, 1)",0.0
12434,"('Blanc JF', 'Koval OA.')",[],0,"(1, 1)",0.0
12435,"('Blanc JF', 'Mazzaferro V')",[12],1,"(1, 1)",1.0
